1987;Eddie Murphy Raw;Murphy, Eddie
1989;Harlem Nights;Murphy, Eddie
1973;Santee;Nelson, Gary
1987;Good Father, The;Newell, Mike
1971;Sometimes a Great Notion;Newman, Paul
1970;Catch Twenty-Two;Nichols, Mike
1988;Dark Age;Nicholson, Arch
1981;Deadline;Nicholson, Arch
1935;Mysterious Mr. Wong;Nigh, William
1988;A Month in the Country;O'Connor, Pat
1990;Prom Night III, The Last Kiss;Oliver, Ron
1990;Blood in, Blood Out;Olmos, Edward James
1989;Wrong Arm of the Law, The;Owen, Cliff
1987;Orphans;Pakula, Alan J.
1976;All the President's Men;Pakula, Alan J.
1987;J-Men Forever;Patterson, Richard
1969;Wild Bunch, The;Peckinpah, Sam
1988;Judgement in Berlin;Penn, Leo
1993;Hot Line, The;Perier, Etienne
1988;Rocket Gibraltar;Petrie, Daniel
1975;Yakuza, The;Pollack, Sydney
1972;Jeremiah Johnson;Pollack, Sydney
1970;Burn!;Pontecorvo, Gillo
1973;Magnum Force;Post, Ted
1989;Cyborg;Pyun, Albert
1979;Prisoner of Zenda, The;Quine, Richard
1983;Scream;Quisenberry, Byron
1986;Assault, The;Rademakers, Fons
1951;Flying Leathernecks;Ray, Nicholas
1985;What Comes Around;Reed, Jerry
1980;Mon Oncle D'Amerique;Resnais, Alain
1972;Culpepper Cattle Company, The;Richards, Dick
1983;Survivors, The;Ritchie, Michael
1984;Roadhouse Sixty-Six;Robinson, John Mark
1991;Burning Poles, Cecil Taylor in Performance;Rochlin, Sheldon
1987;Russkies;Rosenthal, Rick
1990;My Blue Heaven;Ross, Herbert
1990;Altered States;Russell, Ken
1972;Cowboys, The;Rydell, Mark
1985;Code Name, Emerald;Sanger, Jonathan
1970;Patton;Schaffner, Franklin J.
1969;Midnight Cowboy;Schlesinger, John
1985;Falcon & the Snowman, The;Schlesinger, John
1976;Maitresse;Schroeder, Barbet
1987;Disorderlies;Schultz, Michael
1991;Raging Bull;Scorsese, Martin
1991;Garrison Keillor's Home;Sevush, Herb
1938;Overland Stage Raiders;Sherman, George
1938;Pals of the Saddle;Sherman, George
1982;Alone in the Dark;Sholder, Jack
1971;Beguiled, The;Siegel, Don
1979;Escape from Alcatraz;Siegel, Don
1948;Criss Cross;Siodmak, Robert
1976;Midway;Smight, Jack
1990;Indiana Jones & the Last Crusade;Spielberg, Steven
1993;Duel;Spielberg, Steven
1991;Separate but Equal;Stevens, George, Jr.
1924;Gosta Berling's Saga;Stiller, Mauritz
1986;Platoon;Stone, Oliver
1963;Crawling Hand, The;Strock, Herbert L.
1971;Willy Wonka & the Chocolate Factory;Stuart, Mel
1971;Joe Kidd;Sturges, John
1985;Santa Claus, The Movie;Szwarc, Jeannot
1938;Boys Town;Taurog, Norman
1990;Erasure, Live Wild!;Taylor, Gavin
1982;A Question of Honor;Taylor, Jud
1947;Check Your Guns;Taylor, Ray
1947;West to Glory;Taylor, Ray
1937;Throwback, The;Taylor, Ray
1992;Border Feud;Taylor, Ray
1947;Fighting Vigilantes, The;Taylor, Ray
1947;Law of the Lash;Taylor, Ray
1949;Outlaw Country;Taylor, Ray
1992;Return of the Lash;Taylor, Ray
1937;Mystery of the Hooded Horsemen;Taylor, Ray
1937;Tex Rides with the Boy Scouts;Taylor, Ray
1949;Shadows of the West;Taylor, Ray
1991;Instant Karma;Taylor, Roderick
1957;Time Lock;Thomas, Gerald
1953;Appointment in Honduras;Tourneur, Jacques
1982;Danton;Wajda, Andrzej
1960;Alamo, The;Wayne, John
1986;La Chevre, (The Goat);Veber, Francis
1985;Les Comperes;Veber, Francis
1990;Dead Poets Society;Weir, Peter
1952;Othello, The Lost Masterpiece;Welles, Orson
1949;Battleground, The;Wellman, William
1976;Kings of the Road (In the Course of Time);Wenders, Wim
1990;Hiroshima;Werner, Peter
1982;Return of Martin Guerre, The;Vigne, Daniel
1956;Somebody up There Likes Me;Wise, Robert
